checkpoint,source_id,path,path_exists,needle,needle_found,line_number,role,valid_for_claim
4424,SRC4424_00_4423_next,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4423_NEXT_TARGET.csv,True,4424-Y5-R2FR-parent-constructor-exhaustion-or-first-numeric-Pwep-coefficient.md,True,2,4423 handoff.,False
4424,SRC4424_01_439_formal,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\439-PPC4161-action-density-line-owner-or-first-source-backed-Pwep-Req-value.md,True,ADL4423_1_typed_Hom_no_slot_theorem,True,47,typed Hom/no-slot theorem target.,False
4424,SRC4424_02_core_action,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\core-mts-framework\action-principle\the-motion-timespace-action-principle.md,True,The fundamental object is a scalar motion field,True,59,MTS primitive motion field.,False
4424,SRC4424_03_core_action_lmatter,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\core-mts-framework\action-principle\the-motion-timespace-action-principle.md,True,L_matter the standard matter Lagrangian,True,122,single matter action schema seed.,False
4424,SRC4424_04_core_fundamental,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\core-mts-framework\action-principle\the-fundamental-action-of-motion-timespace-field-theory.md,True,"A[g,ψ]",True,23,MTS-Einstein action and microscopic action.,False
4424,SRC4424_05_core_effective,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\core-mts-framework\field-theory\the-effective-field-theory-of-motion-timespace.md,True,The effective action is the coarse-grained functional integral,True,167,coarse-grained functional-integral map.,False
4424,SRC4424_06_core_time,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\core-mts-framework\relativity\time-as-thermodynamic-exchange-in-motion-timespace-a-unified-framework-for-relativity-and-thermodynamics.md,True,time is not an independent dimension,True,12,time/space exchange primitive.,False
4424,SRC4424_07_1107_exhaustion,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1107_OBJECT_LANGUAGE_EXHAUSTION_ATTEMPT.csv,True,EXH1107_6_verdict,True,8,prior constructor exhaustion attempt.,False
4424,SRC4424_08_1236_certificate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1236_PARENT_TYPED_OBJECT_LANGUAGE_CERTIFICATE_ATTEMPT.csv,True,CERT1236_6_current_verdict,True,8,typed certificate not parent-derived.,False
4424,SRC4424_09_1338_no_slot,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1338_OBJECT_LANGUAGE_THEOREM_ATTEMPT.csv,True,OLT1338_2_MTS_primitive_constructor,True,4,MTS primitive constructor gap.,False
4424,SRC4424_10_2304_index,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2304_OBJECT_LANGUAGE_INDEX_LEMMA.csv,True,OLI2304_3_spurion_necessity,True,5,example of constructor grammar becoming an index theorem.,False
4424,SRC4424_11_2434_typed,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2434_TYPED_OBJECT_LANGUAGE_CERTIFICATE.csv,True,TOL2434_7_verdict,True,9,R2/f(R) typed object-language verdict.,False
4424,SRC4424_12_2681_inventory,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\coefficient_target_inventory_nonclaim_2681.csv,True,TGT2681_4_active_source_prefactor,True,6,coefficient target inventory.,False
4424,SRC4424_13_2682_classification,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\coefficient_target_classification_nonclaim_2682.csv,True,TC2682_4_source_prefactor,True,6,coefficient target classification.,False
4424,SRC4424_14_hom_1480,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\coefficient_domain_Hom_exclusion_attempt_nonclaim_1480.csv,True,CDH1480_5_verdict,True,7,Hom exclusion obstruction.,False
4424,SRC4424_15_Cparent,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\C_parent.csv,True,CP1430_6_verdict,True,8,C_parent vector has no scoreable parent coefficient.,False
4424,SRC4424_16_import_schema,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\C_parent_import_schema.csv,True,"value,float_or_DERIVED_ZERO",True,6,parent coefficient import schema.,False
4424,SRC4424_17_slot_template,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\C_parent_WEP_slot_import_TEMPLATE.csv,True,MISSING_DERIVED_ZERO_OR_NUMERIC_VALUE,True,2,live slot import template remains unfilled.,False
4424,SRC4424_18_slot_refused,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\C_parent_WEP_slot_import_REFUSED_1447.csv,True,REFUSED_NO_SOURCE_SIGNED_FUNCTIONAL_DERIVATIVE,True,2,prior import refusal.,False
4424,SRC4424_19_CX_contract,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\C_parent_WEP_finite_CX_contract_1911_nonclaim.csv,True,FINITE_CX_CONTRACT_ONLY_NOT_FILLED,True,2,finite parent WEP component contracts.,False
4424,SRC4424_20_alpha_components,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\alpha_product_component_source_pack_nonclaim_1472.csv,True,CSP1472_3_DeltaQ_WEP,True,5,"numeric sensitivity component, not parent coefficient.",False
4424,SRC4424_21_Ci_smoke,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\Ci_smoke_evaluator_results_nonclaim_1475.csv,True,MISSING_THEOREM_ZERO_OR_NUMERIC_INPUT,True,2,same-branch coefficient smoke results.,False
4424,SRC4424_22_action_line_audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\microscope\branch_locked_wep\coefficients\action_density_line_owner_audit_nonclaim_2679.csv,True,ADO2679_5_connected_morphisms,True,7,action-line connectivity audit.,False
4424,SRC4424_23_wep_pdf,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\wep-sources\1899\MICROSCOPE_final_results_arxiv_2209_15487.pdf,True,,True,0,local MICROSCOPE comparator PDF.,False
4424,SRC4424_24_gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\constructor_exhaustion_wep_gate.py,True,def evaluate_constructor_row,True,56,4424 constructor/coefficient gate.,False
