branch_id,source_id,source_key,source_path,exists,needles,needles_present,role
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_0_1798_doc,1798_handoff,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1798-Y5-R2FR-parent-Theta-Qtau-current-owner-or-deltaH-curl-component-pack.md,True,DEC1798_3_next;NEXT1798_0_primary,True,selects minimal parent-current action skeleton or first I_X row as 1799 target
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_1_1798_validation,1798_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1798_VALIDATION.csv,True,VAL1798_OVERALL;PASS,True,confirms 1798 passed before 1799 starts
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_2_1798_component_pack,1798_curl_pack,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_1798_DELTAH_CURL_COMPONENT_PACK.csv,True,DCC1798_1_I_X;REJECT_CURRENT_DELTAH_CURL_PACK,True,defines I_X as first non-EH curl component
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_3_extra_silence_identity,extra_silence_identity,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_EXTRA_SECTOR_SILENCE_ENERGY_IDENTITY.csv,True,E506_scalar_positive_operator;E506_memory_kernel_silence,True,conditional extra-sector positive/nohair energy identities
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_4_sector_silence_status,sector_silence_status,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_MTS_SECTOR_SILENCE_STATUS.csv,True,motion_time_flow_modes;memory_kernel,True,sector silence status keeps motion/time/memory open
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_5_extra_charge_attempt,extra_charge_attempt,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_HAMILTONIAN_EXTRA_CHARGE_SILENCE_ATTEMPT.csv,True,HEC556_2_positive_operator_route;HEC556_7_verdict,True,Hamiltonian extra-charge silence attempt fails current claim
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_6_extra_charge_map,extra_charge_channel_map,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_HAMILTONIAN_EXTRA_CHARGE_CHANNEL_MAP.csv,True,HECM556_2_bulk_memory_range;HECM556_7_parent_anomaly_multiplier,True,maps bulk/memory/range and anomaly channels into Cextra/I_X risk
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_7_extra_charge_fill,extra_charge_fill_row,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_HAMILTONIAN_EXTRA_CHARGE_BOUND_FILL_ROW.csv,True,FB556_0_HPiM_Cextra_core_channel_bound;MISSING_BULK_MEMORY_RANGE_ZERO_OR_YUKAWA_BOUND,True,unfilled extra-charge bound row
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_8_bulk_memory_positive,bulk_memory_positive_operator,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_CEXTRA_BULK_MEMORY_RANGE_POSITIVE_OPERATOR_ATTEMPT.csv,True,BMR557_1_massive_positive_operator;BMR557_7_verdict,True,bulk/memory/range positive operator attempt
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_9_bulk_memory_force_map,bulk_memory_force_map,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_CEXTRA_BULK_MEMORY_RANGE_FORCE_LAW_MAP.csv,True,BMRF557_0_static_bulk_operator;BMRF557_3_Hamiltonian_projection,True,Yukawa/R10 fallback map and Hamiltonian projection gap
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_10_bulk_memory_yukawa,bulk_memory_yukawa_row,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_CEXTRA_BULK_MEMORY_RANGE_YUKAWA_FILL_ROW.csv,True,FB557_0_bulk_memory_range_zero_or_Yukawa_bound;MISSING_SOURCE_NORMALIZED_ALPHA_LAMBDA_CURVE,True,unfilled bulk/memory/range Yukawa row
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_11_thetaX_gate,thetaX_owner_gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1041_THETAX_OWNER_GATE.csv,True,TOG1041_0_parent_route;TOG1041_5_verdict,True,Theta_X/P_X owner gate fails current claim
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_12_thetaX_contract,thetaX_template_contract,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1041_THETAX_PX_TEMPLATE_CONTRACT.csv,True,TPX1041_0_general_variation;TPX1041_5_verdict,True,finite-order X-sector variation template
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_13_thetaX_r10_template,thetaX_r10_nonclaim,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\R10_alpha_lambda_curve_MTS_1041_THETAX_PX_TEMPLATE_NONCLAIM.csv,True,MTS_1041_POSITIVE_NOHAIR_TEMPLATE;MISSING_POSITIVE_OPERATOR_SOURCE_FILE,True,nonclaim R10/nohair template for X sector
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_14_memory_operator_lemma,memory_operator_lemma,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_967_MEMORY_POSITIVE_OPERATOR_LEMMA.csv,True,MPO967_4_energy_identity;MPO967_6_verdict,True,relative positive-operator lemma with unsigned parent inputs
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_15_memory_input_audit,memory_input_audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_968_MEMORY_OPERATOR_INPUT_AUDIT.csv,True,MOI968_2_operator_L;MOI968_8_verdict,True,memory operator activation inputs are missing
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_16_memory_owner_hunt,memory_owner_hunt,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_969_MEMORY_OPERATOR_OWNER_HUNT.csv,True,MOO969_0_557_positive_bulk_operator;MOO969_7_verdict,True,no parent memory operator owner found in current corpus
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_17_quadratic_memory_action,quadratic_memory_action,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_970_QUADRATIC_MEMORY_ACTION_CONSTRUCTION.csv,True,QMA970_0_action;QMA970_7_verdict,True,relative minimal quadratic X/memory action skeleton
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_18_two_slot_contract,two_slot_contract,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_972_TWO_SLOT_ACTION_CONTRACT.csv,True,TSC972_2_active_X_kinetic;TSC972_7_verdict,True,two-slot active X kinetic plus observed coupling contract
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_19_JX_gate,JX_gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_973_JX_DECOMPOSITION_GATE.csv,True,JXD973_0_kinetic_affine;JXD973_6_verdict,True,J_X decomposition gate keeps source silence unproved
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_20_extra_omega,extra_omega_ledger,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_912_EXTRA_SECTOR_OMEGA_LEDGER.csv,True,ESO912_3_bulk_X_memory;ESO912_4_source_normalization,True,extra-sector omega remains missing for X/memory
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_21_delta_symp_extra,delta_symp_extra_rows,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_912_DELTA_SYMP_EXTRA_ROWS.csv,True,DSE912_3_bulk_X;MISSING_X_OMEGA_OR_FORCE_LAW,True,Delta_symp_X row is unfilled
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1799_22_normal_form,normal_form_signature,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_1768_PARENT_ACTION_NORMAL_FORM_SIGNATURE.csv,True,ANF1768_0_parent_action_partition;ANF1768_6_current_verdict,True,parent action normal-form signature remains unsigned
