source_id,source_path,exists,needle_count,missing_needles,status,valid_for_claim,generated_utc
1900_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1900-Y5-R2FR-wep-source-worldtube-point-source-reduction-or-official-readout-data-runner.md,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1900_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1900_VALIDATION.csv,True,1,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1900_point_source,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_1900_WEP_SOURCE_WORLDTUBE_POINT_SOURCE_REDUCTION_ATTEMPT.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1900_residuals,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_1900_WEP_POINT_SOURCE_RESIDUAL_LEDGER_NONCLAIM.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1900_next,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_1900_NEXT_TARGET.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1064_common_guard,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1064_COMMON_MODE_GUARD.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1083_common_alt,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1083_COMMON_MODE_ALTERNATIVE.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1332_common_theorem,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1332_COMMON_MODE_SOURCE_THEOREM.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1337_common_update,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1337_COMMON_MODE_THEOREM_UPDATE.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1338_common_status,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1338_COMMON_MODE_THEOREM_STATUS.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1425_g_guard,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1425_MEASURED_G_COMMON_MODE_GUARD.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1425_wep_zero,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1425_COMMON_MODE_WEP_ZERO_PROOF_ATTEMPT.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
1450_absorption,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1450_COMMON_MODE_ABSORPTION_GUARD.csv,True,2,,EXISTS_NEEDLES_CONFIRMED,False,2026-06-19T18:59:02.453786+00:00
