category,source_path,published_path,size_bytes,sha256
checkpoints,3248-Y5-R2FR-qbasic-local-collar-source-or-first-Poynting-arena-row-fill-under-AX1090.md,research-ledger/files/checkpoints/28/3248-Y5-R2FR-qbasic-local-collar-source-or-first-Poynting-arena-row-fill-under-AX1090.md,22708,a28f1cba42b6212e890076acaf0abe2af6e018fdd4dac272e68dc4167453e14b
checkpoints,3249-Y5-R2FR-Wsource-JH-tau-eobs-selector-or-source-worldtube-Poynting-bound-row-under-AX1090.md,research-ledger/files/checkpoints/eb/3249-Y5-R2FR-Wsource-JH-tau-eobs-selector-or-source-worldtube-Poynting-bound-row-under-AX1090.md,23634,3fb9e7668ef12f953255b78394fcd3400588101d1eb88954dc664b6d7cb46131
checkpoints,325-noCMB-BAO-Hz-pressure-after-projector-fence.md,research-ledger/files/checkpoints/13/325-noCMB-BAO-Hz-pressure-after-projector-fence.md,7615,0b2d728d3da7c8a4fb9d98003928f897f580b1626bc6adc30a9a6007eacf1785
checkpoints,3250-Y5-R2FR-Hilbert-current-eobs-tau-owner-or-source-worldtube-flux-norm-row-under-AX1090.md,research-ledger/files/checkpoints/aa/3250-Y5-R2FR-Hilbert-current-eobs-tau-owner-or-source-worldtube-flux-norm-row-under-AX1090.md,25670,cb311636cb1962ad467dbfee858bfd258530354dd45eaf14634af730d2dfe999
checkpoints,3251-Y5-R2FR-source-prefactor-edge-zero-or-same-frame-DJH-residual-first-bound-under-AX1090.md,research-ledger/files/checkpoints/d9/3251-Y5-R2FR-source-prefactor-edge-zero-or-same-frame-DJH-residual-first-bound-under-AX1090.md,25317,d5e277d767cc723b3a822499874dc5d984813a7e313139ec685171dd3fab9729
checkpoints,3252-Y5-R2FR-parent-action-density-line-owner-or-C_Tw-operator-norm-first-source-row-under-AX1090.md,research-ledger/files/checkpoints/5b/3252-Y5-R2FR-parent-action-density-line-owner-or-C_Tw-operator-norm-first-source-row-under-AX1090.md,22227,6a262a5e05f407adb2b2cb69c3198c83197978b527adbe59277f707fb7221795
checkpoints,3253-Y5-R2FR-parent-ordinary-sector-action-signature-or-C_Tw-component-current-norm-intake-under-AX1090.md,research-ledger/files/checkpoints/8b/3253-Y5-R2FR-parent-ordinary-sector-action-signature-or-C_Tw-component-current-norm-intake-under-AX1090.md,34075,95baf9b1c42b7789cdd85dd8c5efd89a8ee911347f36900d42be19b56b66800b
checkpoints,3254-Y5-R2FR-first-component-current-Gram-row-or-parent-signature-clause-lock-under-AX1090.md,research-ledger/files/checkpoints/91/3254-Y5-R2FR-first-component-current-Gram-row-or-parent-signature-clause-lock-under-AX1090.md,26441,b5889602bf1418cfe408024bf79ac423d6625565f1bbd37b368fd47e8b7ae4a0
checkpoints,3255-Y5-R2FR-EM-Gram-row-input-pack-or-static-Coulomb-stress-envelope-under-AX1090.md,research-ledger/files/checkpoints/c0/3255-Y5-R2FR-EM-Gram-row-input-pack-or-static-Coulomb-stress-envelope-under-AX1090.md,19864,97c351f9b4964e8a2546f2416e8bc37838cd52051f6a3a286b8483f01db5940f
checkpoints,3256-Y5-R2FR-material-EM-binding-projection-or-toy-charged-shell-smoke-input-under-AX1090.md,research-ledger/files/checkpoints/6b/3256-Y5-R2FR-material-EM-binding-projection-or-toy-charged-shell-smoke-input-under-AX1090.md,24043,f269fb23baa619030ebb3f3748bc0db227bd2e7a345ab83fcfeeaada0a1da7ec
