category,source_path,published_path,size_bytes,sha256
checkpoints,1889-Y5-R2FR-source-current-Ward-owner-or-real-deltaw-component-basis.md,research-ledger/files/checkpoints/99/1889-Y5-R2FR-source-current-Ward-owner-or-real-deltaw-component-basis.md,34559,ff5a4b3224ebfed7f0ed3d557137bf4a2463db572a331d64d12eba1568b0d9c4
checkpoints,189-CMB-profiled-shape-residual-and-likelihood-readiness.md,research-ledger/files/checkpoints/1e/189-CMB-profiled-shape-residual-and-likelihood-readiness.md,5521,96b38d7d95415c68c48a42d201614817ebc7dd9247bf05eab6d421c4897d5032
checkpoints,1890-Y5-R2FR-no-source-prefactor-parent-action-clause-or-component-basis-first-source-row.md,research-ledger/files/checkpoints/81/1890-Y5-R2FR-no-source-prefactor-parent-action-clause-or-component-basis-first-source-row.md,34107,b83f66816c469ece20014f50c70a94cd0b0a520174f4ab25fcf9023a9cc81ff9
checkpoints,1891-Y5-R2FR-matter-normalization-owner-or-deltaw-species-coefficient-source-row.md,research-ledger/files/checkpoints/fb/1891-Y5-R2FR-matter-normalization-owner-or-deltaw-species-coefficient-source-row.md,32410,6bbabc697e7433e3deb525a15e333813cfb4a73fe20140160dc1240988b222c3
checkpoints,1892-Y5-R2FR-ordinary-matter-action-signature-or-deltaw-species-projection-kernels.md,research-ledger/files/checkpoints/9c/1892-Y5-R2FR-ordinary-matter-action-signature-or-deltaw-species-projection-kernels.md,25720,744686eab4a3bb6ac44a03d45ea11ee98c670fd4f7a59f72e079e788b4c97b64
checkpoints,1893-Y5-R2FR-source-functor-label-forgetting-or-deltaw-wep-kernel-v0.md,research-ledger/files/checkpoints/f8/1893-Y5-R2FR-source-functor-label-forgetting-or-deltaw-wep-kernel-v0.md,25222,b05c8d270a4dd7da56853e4a9bb81e4cdd747a81d872e28cabf739e24051cff5
checkpoints,1894-Y5-R2FR-source-domain-quotient-constructor-or-wep-material-tensor-intake.md,research-ledger/files/checkpoints/ca/1894-Y5-R2FR-source-domain-quotient-constructor-or-wep-material-tensor-intake.md,28411,665f1f8fe2c0e107d22a0c4c58dd5fd81ff583ab9ac370ece2291e2bfae69b6a
checkpoints,1895-Y5-R2FR-no-source-prefactor-object-language-proof-or-parent-material-tensor-basis.md,research-ledger/files/checkpoints/a1/1895-Y5-R2FR-no-source-prefactor-object-language-proof-or-parent-material-tensor-basis.md,25625,1411518eb0ab7e99f4d11995614fcc2e854e9872363178f1145a7ee46721a1c0
checkpoints,1896-Y5-R2FR-parent-sort-disjointness-nohom-proof-or-finite-deltaw-basis.md,research-ledger/files/checkpoints/74/1896-Y5-R2FR-parent-sort-disjointness-nohom-proof-or-finite-deltaw-basis.md,24028,db07dbad21b3e150ead34bcd8a7c98309c2c5ec4f50f5e7c9a1cbe0afe7662c9
checkpoints,1897-Y5-R2FR-action-scale-readout-stability-or-deltaw-projection-matrix.md,research-ledger/files/checkpoints/ef/1897-Y5-R2FR-action-scale-readout-stability-or-deltaw-projection-matrix.md,30829,27d3410429f0f86ddc0ab162f9154798e1ac4a74b3b0105bbc326bbd14014c07
checkpoints,1898-Y5-R2FR-readout-variation-commutator-zero-or-wep-projection-row-v1.md,research-ledger/files/checkpoints/44/1898-Y5-R2FR-readout-variation-commutator-zero-or-wep-projection-row-v1.md,29041,eec2070b18d709dff65ea537865aced2bd731991ca56b0716f67e8c5f45afb0b
checkpoints,1899-Y5-R2FR-wep-source-worldtube-material-tensor-acquisition-or-action-owner-lemma.md,research-ledger/files/checkpoints/84/1899-Y5-R2FR-wep-source-worldtube-material-tensor-acquisition-or-action-owner-lemma.md,29833,85fcfaa767cbcb50f09a709f3997a558a701b33332558f6a5d6200e3d719fb37
checkpoints,19-constrained-parent-action-skeleton.md,research-ledger/files/checkpoints/64/19-constrained-parent-action-skeleton.md,3755,b4c19f9092a3199718d399c3a2cbb06ea40d81d50d472a7a97c9833095e66cca
checkpoints,190-CMB-matched-mock-likelihood-or-derivation-pivot.md,research-ledger/files/checkpoints/fe/190-CMB-matched-mock-likelihood-or-derivation-pivot.md,5462,b3c9e8bd52530493334f3f3bd42fb9b308ded38eb62b78881bd89e35112691d7
checkpoints,1900-Y5-R2FR-wep-source-worldtube-point-source-reduction-or-official-readout-data-runner.md,research-ledger/files/checkpoints/a9/1900-Y5-R2FR-wep-source-worldtube-point-source-reduction-or-official-readout-data-runner.md,31911,6fecb18816228b0333b51bfae5b1f7073090ddadc0153d924661b675d8fb74de
checkpoints,1901-Y5-R2FR-measured-G-common-mode-guard-or-source-vector-fill.md,research-ledger/files/checkpoints/37/1901-Y5-R2FR-measured-G-common-mode-guard-or-source-vector-fill.md,22859,58d0f365b276695d53cd53ee7f1408d586d1e38d7b817afeb7191381de719f3a
checkpoints,1902-Y5-R2FR-source-label-forgetting-before-GM-calibration-or-profile-source-vector-map.md,research-ledger/files/checkpoints/cc/1902-Y5-R2FR-source-label-forgetting-before-GM-calibration-or-profile-source-vector-map.md,27792,77aadff61b970be507df3f14ea904bf02da763ab75567a94adee671a863a0679
checkpoints,1903-Y5-R2FR-no-source-only-slot-parent-grammar-or-profile-map-input-fill.md,research-ledger/files/checkpoints/49/1903-Y5-R2FR-no-source-only-slot-parent-grammar-or-profile-map-input-fill.md,30124,7f8ec9e084982839451a80837e86aa9a0e0edfe0b62bba5835d05d8078f1f8cb
checkpoints,1904-Y5-R2FR-parent-action-constructor-exhaustion-or-action-scale-owner.md,research-ledger/files/checkpoints/09/1904-Y5-R2FR-parent-action-constructor-exhaustion-or-action-scale-owner.md,25523,a6e223ec34fe55426d4d15914dc472d5b4785c7ff8929f23c65c41944cda3d05
checkpoints,1905-Y5-R2FR-connected-matter-category-action-density-line-or-deltaw-runner.md,research-ledger/files/checkpoints/b9/1905-Y5-R2FR-connected-matter-category-action-density-line-or-deltaw-runner.md,26597,eb4a5256e3918d007c9c1c33f85a4e9fce06b0c3ae72934c1763d5bab3dc1c42
checkpoints,1906-Y5-R2FR-parent-owned-matter-graph-edge-certificate-or-deltaw-runner-input-fill.md,research-ledger/files/checkpoints/2f/1906-Y5-R2FR-parent-owned-matter-graph-edge-certificate-or-deltaw-runner-input-fill.md,26570,bb75104ab1a38109e669214b1b3f497388abf4fbf9e0a1383cd864bcfa01f30a
checkpoints,1907-Y5-R2FR-standard-matter-exchange-graph-source-backed-certificate-or-deltaw-input-acquisition.md,research-ledger/files/checkpoints/81/1907-Y5-R2FR-standard-matter-exchange-graph-source-backed-certificate-or-deltaw-input-acquisition.md,25845,14f183e53b9cfc2fa94fe612cada2946d5de3602ec76ae36b330ce1338440ae0
checkpoints,1908-Y5-R2FR-graph-source-extraction-and-TiPt-component-projection.md,research-ledger/files/checkpoints/80/1908-Y5-R2FR-graph-source-extraction-and-TiPt-component-projection.md,19415,8b144f800877ce5bc118da966baccf5b502c5c4ff54190853b9425ffebb82c5e
checkpoints,1909-Y5-R2FR-TiPt-alloy-material-binding-projection-or-blocker-ledger.md,research-ledger/files/checkpoints/26/1909-Y5-R2FR-TiPt-alloy-material-binding-projection-or-blocker-ledger.md,23209,e90e0b7aed105060e6d00328fd67f74ccc260579eddfea6280431dda7b73c6a0
checkpoints,191-CMB-same-density-mock-likelihood-and-theta-derivation-bridge.md,research-ledger/files/checkpoints/99/191-CMB-same-density-mock-likelihood-and-theta-derivation-bridge.md,5091,191ff904b5678b85153e4859714fc1fcb8b91337d168ea7ec881ed470e2f45c1
checkpoints,1910-Y5-R2FR-parent-material-response-functional-or-exact-mass-defect-tensor-contract.md,research-ledger/files/checkpoints/95/1910-Y5-R2FR-parent-material-response-functional-or-exact-mass-defect-tensor-contract.md,24357,69a2fdf14eb6c3b4236c430845d2fe67ce3180bfb9dc0bb355d96ae986b77b2e
checkpoints,1911-Y5-R2FR-nonuniversal-material-coefficient-zero-theorem-or-finite-CX-contract.md,research-ledger/files/checkpoints/9d/1911-Y5-R2FR-nonuniversal-material-coefficient-zero-theorem-or-finite-CX-contract.md,25995,f9f4b162f24ad4cc061801012a7de1bbb4baacecbf3d6840c987acfabc7d6ace
checkpoints,1912-Y5-R2FR-neighbourhood-quotient-descent-signature-proof-or-axiom-ledger.md,research-ledger/files/checkpoints/bb/1912-Y5-R2FR-neighbourhood-quotient-descent-signature-proof-or-axiom-ledger.md,18122,162f8a5f5e13ca09e81291bb6e9e4f6a5063c0b7afe130b6c4eebdf546960a80
checkpoints,1913-Y5-R2FR-parent-action-object-and-q-functor-construction-or-finite-residual-branch.md,research-ledger/files/checkpoints/a4/1913-Y5-R2FR-parent-action-object-and-q-functor-construction-or-finite-residual-branch.md,21202,2f68caaa5b01d3df59165631ffb44100a1e1195fa077d1ba1cc4631bcfba7b98
