category,source_path,published_path,size_bytes,sha256
checkpoints,4151-Y5-R2FR-EH-only-source-normalization-lock-or-measured-GM-residual.md,research-ledger/files/checkpoints/47/4151-Y5-R2FR-EH-only-source-normalization-lock-or-measured-GM-residual.md,5921,ae4c3218f99c3a5e32666e98d09859b2035274a6d332fbf9c1e372275fae3b0f
checkpoints,4152-Y5-R2FR-topological-zero-form-kappa-superselection-or-coupling-drift-runner.md,research-ledger/files/checkpoints/fd/4152-Y5-R2FR-topological-zero-form-kappa-superselection-or-coupling-drift-runner.md,5111,36425aa2cde76d76abc9e9740c8d5376ec4a433a93b39edc4648ea7043e8a677
checkpoints,4153-Y5-R2FR-topological-kappa-parent-action-stress-test-or-adoption-packet.md,research-ledger/files/checkpoints/a6/4153-Y5-R2FR-topological-kappa-parent-action-stress-test-or-adoption-packet.md,5421,d2c304aef6eb47e22a0a725c5f6f2324823fda6ffaac5ee898a680e366067105
checkpoints,4154-Y5-R2FR-mu-extra-zero-and-Hilbert-mass-flux-lock-or-source-normalization-runner.md,research-ledger/files/checkpoints/51/4154-Y5-R2FR-mu-extra-zero-and-Hilbert-mass-flux-lock-or-source-normalization-runner.md,4573,ca5d3cde2de91fc0270b5f45f52f674b193375844b3c83858d6a3b39cdc86a3e
checkpoints,4155-Y5-R2FR-worldtube-Hilbert-source-measure-and-Poynting-flux-lock.md,research-ledger/files/checkpoints/c7/4155-Y5-R2FR-worldtube-Hilbert-source-measure-and-Poynting-flux-lock.md,5050,13094e9080e1d03ba632e12baf56bb7d7fcbe3c4857a53bb3a19c0e77a0d0099
checkpoints,4156-Y5-R2FR-PiM-Htau-same-charge-glue-or-radial-source-residual.md,research-ledger/files/checkpoints/9a/4156-Y5-R2FR-PiM-Htau-same-charge-glue-or-radial-source-residual.md,4495,526b17471020098655b89ad65b3b133b1db9f31799616234048c15b7c44fdd4f
checkpoints,4157-Y5-R2FR-constraint-Green-kernel-zero-or-homogeneous-mass-residual.md,research-ledger/files/checkpoints/db/4157-Y5-R2FR-constraint-Green-kernel-zero-or-homogeneous-mass-residual.md,5671,466fe38a048ea8483612bb3b9865d099ded53e892abdff812db3d7ce59ecd5b3
checkpoints,4158-Y5-R2FR-boundary-reference-data-lock-or-kernel-amplitude-bound.md,research-ledger/files/checkpoints/9d/4158-Y5-R2FR-boundary-reference-data-lock-or-kernel-amplitude-bound.md,5515,fa40e1a80652293ec7aabbbb63430db845f4df98f9d0344b1097cb50a9119518
checkpoints,4159-Y5-R2FR-inner-Gauss-charge-matching-or-epsilon-kernel-bound.md,research-ledger/files/checkpoints/b0/4159-Y5-R2FR-inner-Gauss-charge-matching-or-epsilon-kernel-bound.md,4894,30653619fa306cf1b5a01ab6f9b4495e003dd9d575d17c0eee44338b4efbe511
checkpoints,416-binding-invariant-domain-selector-repair.md,research-ledger/files/checkpoints/31/416-binding-invariant-domain-selector-repair.md,6816,19311131a95f1ccb9e65ed422e00324e387f81a8066ced7a5d4e32238f91c272
checkpoints,4160-Y5-R2FR-PiM-fixedness-and-hidden-inner-charge-zero-or-bound.md,research-ledger/files/checkpoints/6d/4160-Y5-R2FR-PiM-fixedness-and-hidden-inner-charge-zero-or-bound.md,5076,0c38a2f735e51b121287c00181a185654e8917e2391bafa8b18048aee01aad98
checkpoints,4161-Y5-R2FR-local-parent-packet-adoption-or-first-epsilon-kernel-score.md,research-ledger/files/checkpoints/aa/4161-Y5-R2FR-local-parent-packet-adoption-or-first-epsilon-kernel-score.md,4848,56b9b2baa33824284719143f60c3c44764c2ac1d79ed03459ec42c34a7bc6940
checkpoints,4162-Y5-R2FR-private-packet-to-formal-spine-integration-or-epsilon-score-inputs.md,research-ledger/files/checkpoints/b1/4162-Y5-R2FR-private-packet-to-formal-spine-integration-or-epsilon-score-inputs.md,3858,948c18609b704f859afc97a38f494e3ff2124b8b2fa9f2a97c36ed78e669f7ad
checkpoints,4163-Y5-R2FR-formal-spine-claim-register-sync-or-local-PPN-readout-gate.md,research-ledger/files/checkpoints/fa/4163-Y5-R2FR-formal-spine-claim-register-sync-or-local-PPN-readout-gate.md,3323,235c12797d2e1a6c270d8aaf67eca057d066ae65394d7535f2246b6643182bf5
checkpoints,4164-Y5-R2FR-PPC4161-local-PPN-readout-gate.md,research-ledger/files/checkpoints/07/4164-Y5-R2FR-PPC4161-local-PPN-readout-gate.md,4252,894afd66ee242ba5b59d0da4673c9f0a29c63656cedbd7be3c2c265bd82f547b
checkpoints,4165-Y5-R2FR-kappa-G-normalization-superselection-or-coupling-derivation.md,research-ledger/files/checkpoints/a7/4165-Y5-R2FR-kappa-G-normalization-superselection-or-coupling-derivation.md,4501,0f7908372d5a97b2615eca11018869aa510907229de8a078a3348bd7966fb389
checkpoints,4166-Y5-R2FR-source-measure-ZH-owner-and-parent-kappa-lock.md,research-ledger/files/checkpoints/9a/4166-Y5-R2FR-source-measure-ZH-owner-and-parent-kappa-lock.md,3923,b2a24ce54744f459ee849ed31ecc81b482fbfa078dd8a4566be911736fb61e7a
checkpoints,4167-Y5-R2FR-topological-kappa-star-lock-or-ZH-derivative-bound.md,research-ledger/files/checkpoints/51/4167-Y5-R2FR-topological-kappa-star-lock-or-ZH-derivative-bound.md,3886,4e1a98fbc9d54b8d545f7678bff9e9cb810798446c9e141f137f8e99451e10b9
checkpoints,4168-Y5-R2FR-parent-adopted-topological-kappa-sector-or-first-ZH-bound-source.md,research-ledger/files/checkpoints/ed/4168-Y5-R2FR-parent-adopted-topological-kappa-sector-or-first-ZH-bound-source.md,4264,dfac0be08e69013b396556065f9220b02e4cdd47ab3f81aea38734a83e466f8f
checkpoints,4169-Y5-R2FR-delta-ZH-source-measure-vanishing-or-first-real-bound-row.md,research-ledger/files/checkpoints/28/4169-Y5-R2FR-delta-ZH-source-measure-vanishing-or-first-real-bound-row.md,3962,ae917eafb5ae4c08f9d2cd9691c6434e287d24bfd1f9879851e49da76bbfa413
checkpoints,417-boundary-exchange-nohair-theorem-attempt.md,research-ledger/files/checkpoints/1f/417-boundary-exchange-nohair-theorem-attempt.md,6528,962dc424bc0f49378051b6e59124c4aaa65f091f04f908e753a5a3dc17281ef2
checkpoints,4170-Y5-R2FR-Hilbert-source-charge-to-worldtube-mass-readout-glue.md,research-ledger/files/checkpoints/31/4170-Y5-R2FR-Hilbert-source-charge-to-worldtube-mass-readout-glue.md,4090,6389dad6433a3acc19e4e1eb30e7b4f0a7b00554ff1c8394ce1b09e628e8e470
checkpoints,4171-Y5-R2FR-Hamiltonian-source-charge-to-Poisson-Gauss-Newton-readout.md,research-ledger/files/checkpoints/32/4171-Y5-R2FR-Hamiltonian-source-charge-to-Poisson-Gauss-Newton-readout.md,3603,7cbb6e533e8233ca9f2bfcfe06a8f784a674f8eec078b514cec82a74646c06b3
checkpoints,4172-Y5-R2FR-PPC4161-full-PPN-readout-gamma-beta-alpha-xi-zeta.md,research-ledger/files/checkpoints/ef/4172-Y5-R2FR-PPC4161-full-PPN-readout-gamma-beta-alpha-xi-zeta.md,3854,b20000302f12f28c39c3d1e5bd6ef246ac7dbfaf23746f04dfd2b3465672a9c6
checkpoints,4173-Y5-R2FR-local-empirical-PPN-R10-clock-WEP-orbital-validation-pack.md,research-ledger/files/checkpoints/52/4173-Y5-R2FR-local-empirical-PPN-R10-clock-WEP-orbital-validation-pack.md,3108,015223f49bc8f9641cdb0b5047f678e2523151ace17645a0b5890cc43abfbce0
checkpoints,4174-Y5-R2FR-parent-action-global-adoption-or-explicit-local-branch-quarantine.md,research-ledger/files/checkpoints/04/4174-Y5-R2FR-parent-action-global-adoption-or-explicit-local-branch-quarantine.md,3680,38acbff97677786ee55ac2bf1500fe2ced3a29f21b07a0a15282f995feacdaca
checkpoints,4175-Y5-R2FR-Maxwell-Hodge-Poynting-stress-owner-theorem-or-EM-side-channel-bound.md,research-ledger/files/checkpoints/8e/4175-Y5-R2FR-Maxwell-Hodge-Poynting-stress-owner-theorem-or-EM-side-channel-bound.md,3309,b59cedfed66cd0b016466407a9bfe0d4b082f6578daed066fc2197da72a37f04
checkpoints,4176-Y5-R2FR-local-boundary-no-flux-sector-interface-theorem-or-transition-current-bound.md,research-ledger/files/checkpoints/d9/4176-Y5-R2FR-local-boundary-no-flux-sector-interface-theorem-or-transition-current-bound.md,2937,d0878d900a39a36f94a55a0fbeb0b49f57fb068451f82dec03e27a58daba29ce
checkpoints,4177-Y5-R2FR-quotient-naturality-vertical-silence-proof-or-projector-residual-bound.md,research-ledger/files/checkpoints/d2/4177-Y5-R2FR-quotient-naturality-vertical-silence-proof-or-projector-residual-bound.md,3001,4841818fdaec11fba403abad97e3aa1f9b382f59db5591d4fb76b3b5f6d13080
