category,source_path,published_path,size_bytes,sha256
checkpoints,5056-Y5-R2FR-topology-combinatorics-invariance-sweep.md,research-ledger/files/checkpoints/90/5056-Y5-R2FR-topology-combinatorics-invariance-sweep.md,1287,16d2dd7e24467b8aafe706239445034314da73dd35b943a8f054aa4da431068d
checkpoints,5057-Y5-R2FR-direct-target-root-topology-transport-benchmark.md,research-ledger/files/checkpoints/16/5057-Y5-R2FR-direct-target-root-topology-transport-benchmark.md,1149,8b117c05f917f2c9ca84d093c7778be40e6a257f6fd80772d163cd4d19d0208f
checkpoints,5058-Y5-R2FR-transport-adjusted-unit-cost-gate.md,research-ledger/files/checkpoints/2e/5058-Y5-R2FR-transport-adjusted-unit-cost-gate.md,1189,42e864fefb64b873be7b9142fbad977f267ddb2e6d04785094b6590315aafe05
checkpoints,5059-Y5-R2FR-short-epsilon-segment-transition-certificate.md,research-ledger/files/checkpoints/9b/5059-Y5-R2FR-short-epsilon-segment-transition-certificate.md,1198,efa007c380b8d16baebc098e16e4bdf9f817cc6f65de0da7bd26bb3824385d4c
checkpoints,506-local-EH-reduction-and-extra-sector-silence-theorem.md,research-ledger/files/checkpoints/a7/506-local-EH-reduction-and-extra-sector-silence-theorem.md,11575,3f8e4fcb7a75db9361149a0004476f6092977308ee97e894c2ce46a572d02b40
checkpoints,5060-Y5-R2FR-heldout-E080-E040-transport-certificate.md,research-ledger/files/checkpoints/11/5060-Y5-R2FR-heldout-E080-E040-transport-certificate.md,1125,6f753de2b975326efd73921efa69ea415ecae211cc6c09f0e535b70e2130e90d
checkpoints,5061-Y5-R2FR-serialized-transport-topology-constructor-dry-run.md,research-ledger/files/checkpoints/61/5061-Y5-R2FR-serialized-transport-topology-constructor-dry-run.md,1281,aac583614341517794894a9ce693417a6a6d13100fafbbdbe013a4c02bc1cebe
checkpoints,5062-Y5-R2FR-nonzero-kernel-transport-replay.md,research-ledger/files/checkpoints/5f/5062-Y5-R2FR-nonzero-kernel-transport-replay.md,1260,09f29e0ea2acebb4f06cc5e89f49c2354684055010fb6b5e30f6f22c0db15dd9
checkpoints,5063-Y5-R2FR-opt-in-certified-topology-prefill.md,research-ledger/files/checkpoints/11/5063-Y5-R2FR-opt-in-certified-topology-prefill.md,981,47a0c9a18477816aa8f66d59b2ceb0ad671ca2d4c70ee24c5a0d34b3e4ce7cf7
checkpoints,5064-Y5-R2FR-opt-in-prefill-integration-smoke.md,research-ledger/files/checkpoints/88/5064-Y5-R2FR-opt-in-prefill-integration-smoke.md,1101,809a0871385d3f7e3c7f299a1ddf7d2f177b9a1c405ecc7b49206a6714ef46eb
checkpoints,5065-Y5-R2FR-adjacent-argument-transport-certificate-benchmark.md,research-ledger/files/checkpoints/1b/5065-Y5-R2FR-adjacent-argument-transport-certificate-benchmark.md,1073,1e0ac8d03c714aee1900fb4c848a13f984f5c424b1c3b6561f49722be172e730
checkpoints,5066-Y5-R2FR-argument-chain-constructed-predecessor-gate.md,research-ledger/files/checkpoints/6c/5066-Y5-R2FR-argument-chain-constructed-predecessor-gate.md,1003,661693c6720411dabd2d35dc749110933a18c7da499704535870db1352a9047e
checkpoints,5067-Y5-R2FR-dual-transport-unit-cost-gate.md,research-ledger/files/checkpoints/cc/5067-Y5-R2FR-dual-transport-unit-cost-gate.md,979,e19429a6c70c802961281b625a5f04383156358a8259081b54daa98a5f4dcde2
checkpoints,5068-Y5-R2FR-elevated-epsilon-argument-detour-gate.md,research-ledger/files/checkpoints/97/5068-Y5-R2FR-elevated-epsilon-argument-detour-gate.md,948,9ede47b55808adcf0d7f0471d23bf6be60c6810758e78594e8d196528b7b9d53
checkpoints,5069-Y5-R2FR-canonical-path-signed-winding-composition-law.md,research-ledger/files/checkpoints/a5/5069-Y5-R2FR-canonical-path-signed-winding-composition-law.md,1099,ddbd1ce5fe29631fd7ab5e638f160c179dc7a5133b5d4a8bd867648139a85ec7
checkpoints,507-field-specific-silence-queue-kappa-domain-memory-motion.md,research-ledger/files/checkpoints/66/507-field-specific-silence-queue-kappa-domain-memory-motion.md,9439,bea1931f71b9f7a26945cea3649e6e7b127ec2d46635cb1d2a96a1cf5161ec17
checkpoints,5070-Y5-R2FR-canonical-argument-chain-constructor-gate.md,research-ledger/files/checkpoints/8f/5070-Y5-R2FR-canonical-argument-chain-constructor-gate.md,1038,f1a690ef96feaf7d69c5dc2bfb2897ad2f7d287626ad972c520de4e53620d565
checkpoints,5071-Y5-R2FR-history-invariant-recursive-transition-kernel-replay.md,research-ledger/files/checkpoints/5c/5071-Y5-R2FR-history-invariant-recursive-transition-kernel-replay.md,1219,285279e8e399af70fff3a946e288e5bf718827b51ac0414c555eece55c6e480c
checkpoints,5072-Y5-R2FR-history-invariant-kernel-heldout-matrix.md,research-ledger/files/checkpoints/84/5072-Y5-R2FR-history-invariant-kernel-heldout-matrix.md,1026,784e6054cee2a25ff69ca33d2db79b0822dd5374436fd8320ea91de8f6198912
checkpoints,5073-Y5-R2FR-full-chain-estimator-recost.md,research-ledger/files/checkpoints/69/5073-Y5-R2FR-full-chain-estimator-recost.md,1131,7925d8daf3287c22dbbd5cca5ae76144e8dc3e1335959bb868684d9d1ed2c272
checkpoints,5074-Y5-R2FR-central-anchor-bidirectional-chain-gate.md,research-ledger/files/checkpoints/22/5074-Y5-R2FR-central-anchor-bidirectional-chain-gate.md,1012,155ba145853f594003058e05b0654193e63388e7dcb92f5e61ee6de4e2f27d1e
checkpoints,5075-Y5-R2FR-central-anchor-estimator-recost.md,research-ledger/files/checkpoints/7a/5075-Y5-R2FR-central-anchor-estimator-recost.md,1148,5c7ea604eea9df447479be6bb52568f2a14b9f499d40544a5ecb258e9bb069d9
checkpoints,5076-Y5-R2FR-central-anchor-delete-one-sensitivity.md,research-ledger/files/checkpoints/87/5076-Y5-R2FR-central-anchor-delete-one-sensitivity.md,1116,47b9a38a9cd14762fa837b288c97449243f985799cf6e8a23f4365eb3979a00a
