category,source_path,published_path,size_bytes,sha256
checkpoints,46-activation-regularity-repair-gate.md,research-ledger/files/checkpoints/ba/46-activation-regularity-repair-gate.md,5224,235e6d30caf87fcb49650a4100b19ccfd393faebfd873c8e95245f077e736000
checkpoints,460-source-normalized-Newton-branch-theorem-stack.md,research-ledger/files/checkpoints/ee/460-source-normalized-Newton-branch-theorem-stack.md,21307,057b2ee76c2841641a54bc6acee252ca75c5b6d87b79fbd55177922375bcaaac
checkpoints,4600-Y5-R2FR-boundary-nonHilbert-zero-or-final-CXlive-norm.md,research-ledger/files/checkpoints/d0/4600-Y5-R2FR-boundary-nonHilbert-zero-or-final-CXlive-norm.md,22743,0f9271c0662832ca82741c1c05f78b25d30e90b5b8d7e6ec94d9e68445365896
checkpoints,4601-Y5-R2FR-CX-JX-BX-body-charge-vector-to-empirical-score-inputs.md,research-ledger/files/checkpoints/40/4601-Y5-R2FR-CX-JX-BX-body-charge-vector-to-empirical-score-inputs.md,32083,b947a9dfa2c409459a2242e861f5dee4db963ba8af679f940eafd508499f0e3d
checkpoints,4602-Y5-R2FR-ZX-MX2-lambdaX-range-owner-or-body-charge-score-first-fill.md,research-ledger/files/checkpoints/e3/4602-Y5-R2FR-ZX-MX2-lambdaX-range-owner-or-body-charge-score-first-fill.md,23599,0decb1deadecdf2581229e7eae7592eeff75e90a069f234c0c220c7c4d3a6c12
checkpoints,4603-Y5-R2FR-source-test-charge-invariant-product-or-first-numeric-bound-row.md,research-ledger/files/checkpoints/5a/4603-Y5-R2FR-source-test-charge-invariant-product-or-first-numeric-bound-row.md,39476,54f5119b049e7d31ad58b91c04a022b29e9423f9298ee82b1d08eddf84dc2e0d
checkpoints,4604-Y5-R2FR-MHref-PiM-denominator-lock-or-QbarXH-first-fill.md,research-ledger/files/checkpoints/c9/4604-Y5-R2FR-MHref-PiM-denominator-lock-or-QbarXH-first-fill.md,29505,96e2cf5253332936c1625128341ef4445bcfc63f2fdd3462477d5c711069d9ae
checkpoints,4605-Y5-R2FR-Qbulk-Qedge-Qshadow-source-current-zero-or-QbarXH-component-first-fill.md,research-ledger/files/checkpoints/97/4605-Y5-R2FR-Qbulk-Qedge-Qshadow-source-current-zero-or-QbarXH-component-first-fill.md,33391,313d33445c919ef2dd1193949cf44bd3600d89a9b84d78f8f0fc6417a39cdca1
checkpoints,4606-Y5-R2FR-Qbulk-Hilbert-EM-Poynting-source-current-zero-or-first-coefficient-row.md,research-ledger/files/checkpoints/7c/4606-Y5-R2FR-Qbulk-Hilbert-EM-Poynting-source-current-zero-or-first-coefficient-row.md,27219,d024f3f01d06196ea74f1e37b146bab6d06adfdd7a1ae8b87b0d66e49bbc0653
checkpoints,4607-Y5-R2FR-EM-Poynting-Hodge-flux-zero-or-wall-flux-coefficient-row.md,research-ledger/files/checkpoints/3f/4607-Y5-R2FR-EM-Poynting-Hodge-flux-zero-or-wall-flux-coefficient-row.md,21883,82fb8e7e04c8086ffa2e88b55ef831f2664f4a8a28cd5f7cc572f23d7a390a31
checkpoints,4608-Y5-R2FR-retained-bulk-source-current-zero-or-Jdirect-Jmem-Jreadout-first-row.md,research-ledger/files/checkpoints/a0/4608-Y5-R2FR-retained-bulk-source-current-zero-or-Jdirect-Jmem-Jreadout-first-row.md,26427,f0b2d75b32ed1d277dd685f10329411a16c73aa76396fe2d7909af3b859dcfd0
checkpoints,4609-Y5-R2FR-Qedge-source-worldtube-boundary-zero-or-shell-flux-first-row.md,research-ledger/files/checkpoints/3a/4609-Y5-R2FR-Qedge-source-worldtube-boundary-zero-or-shell-flux-first-row.md,24370,89bc8696b83d318f56d880652a509e93c38eab0a6bbbdfd0aa232d82b821a7dd
checkpoints,461-PG-residual-input-derive-or-fill-gate.md,research-ledger/files/checkpoints/56/461-PG-residual-input-derive-or-fill-gate.md,17221,5ba6eee1736eebe4985dcda2ba164c71268f02d5c5fbb68fa35b7a4422b2d6f4
checkpoints,4610-Y5-R2FR-Qshadow-source-map-normal-form-zero-or-nonHilbert-first-row.md,research-ledger/files/checkpoints/82/4610-Y5-R2FR-Qshadow-source-map-normal-form-zero-or-nonHilbert-first-row.md,29420,b2737f0f235f3420dbf89edb028ffbfc4bdd9affe67513de5efd8fc82ea961ac
