category,source_path,published_path,size_bytes,sha256
checkpoints,1438-Y5-R10-RAB-WEP-slot-C-parent-zero-or-official-source-pack-intake.md,research-ledger/files/checkpoints/3d/1438-Y5-R10-RAB-WEP-slot-C-parent-zero-or-official-source-pack-intake.md,27422,e0fb6b6da7beb6e33055dcde8871aaa312bf9f3764499188c6dc8392cf78b1f5
checkpoints,1439-Y5-R10-RAB-minimal-WEP-slot-parent-clause-or-source-pack-parser-dry-run.md,research-ledger/files/checkpoints/7d/1439-Y5-R10-RAB-minimal-WEP-slot-parent-clause-or-source-pack-parser-dry-run.md,37687,1851b2f0aa948ad1f073ba21fa06561828514395c0b8d6f6ac50ab286cc8f1d7
checkpoints,144-frozen-branch-empirical-holdout-scorecard.md,research-ledger/files/checkpoints/0c/144-frozen-branch-empirical-holdout-scorecard.md,5210,8fc1c085cae9b799b38ef18feebf73263c54a8c2bfa1c0b4d698f62c93a82abc
checkpoints,1440-Y5-R10-RAB-minimal-WEP-parent-clause-proof-obligations-or-closure-demotion.md,research-ledger/files/checkpoints/1d/1440-Y5-R10-RAB-minimal-WEP-parent-clause-proof-obligations-or-closure-demotion.md,19284,a5996769a87ca3e5f793292bb53430a122f00d7a9900ab16f782c92ca5a65904
checkpoints,1441-Y5-R10-RAB-AX1090-parent-axiom-reduction-or-source-pack-acquisition-priority.md,research-ledger/files/checkpoints/73/1441-Y5-R10-RAB-AX1090-parent-axiom-reduction-or-source-pack-acquisition-priority.md,19401,182401d77cc2ba44de87eeb9e5f10be9a595225c61cbf750112da012780f34d1
checkpoints,1442-Y5-R10-RAB-C-parent-WEP-slot-import-template-or-product-branch-first-fill.md,research-ledger/files/checkpoints/f2/1442-Y5-R10-RAB-C-parent-WEP-slot-import-template-or-product-branch-first-fill.md,15144,572896ffbeb02ed9652e1baa54c00f5604a671ead96ae7144dd3557b24aef8b1
checkpoints,1443-Y5-R10-RAB-branch-product-first-fill-or-C-parent-source-search-plan.md,research-ledger/files/checkpoints/a2/1443-Y5-R10-RAB-branch-product-first-fill-or-C-parent-source-search-plan.md,14974,b2345d9f0263cf3f806599dbca25a5779f6204b8a27ca63d90c8889d9c0c1459
checkpoints,1444-Y5-R10-RAB-product-convention-official-extraction-or-C-parent-theorem-source-search.md,research-ledger/files/checkpoints/a6/1444-Y5-R10-RAB-product-convention-official-extraction-or-C-parent-theorem-source-search.md,22798,84dc226e109c9175554334fdf8a77201f91648bf118bec4dca3a629d9c1fecc4
checkpoints,1445-Y5-R10-RAB-K-CMSM-readout-extraction-or-C-parent-coupling-theorem.md,research-ledger/files/checkpoints/fc/1445-Y5-R10-RAB-K-CMSM-readout-extraction-or-C-parent-coupling-theorem.md,24842,f2f0bbe2285458b3a978cc44c8f4e44e6ea1dcdb47ac3307bf2f08cd3292a8b1
checkpoints,1446-Y5-R10-RAB-parent-action-coupling-source-search-against-C-parent-contract.md,research-ledger/files/checkpoints/34/1446-Y5-R10-RAB-parent-action-coupling-source-search-against-C-parent-contract.md,38801,ce91546dba953df55a37c034e2f8d182923ab681c31c0a32bb329386cfae9886
