category,source_path,published_path,size_bytes,sha256
checkpoints,00-martin-fork-heuristics-private.md,research-ledger/files/checkpoints/34/00-martin-fork-heuristics-private.md,10175,f7e5634732f470ce86b3744a0b98308a6b080bad50e2cad4405ae3245de9cceb
checkpoints,00-pre-pivot-checkpoint.md,research-ledger/files/checkpoints/6a/00-pre-pivot-checkpoint.md,3282,9e9722f7734456f5c56756ee1af6d26377543c30f8cc7f74dcbe954183e01226
checkpoints,000-private-fork-heuristics-for-martin-style-search.md,research-ledger/files/checkpoints/7a/000-private-fork-heuristics-for-martin-style-search.md,3576,35e64973c21acc04d175006ae5d49b0dd34f1071484a1e1674427e47596e2ff7
checkpoints,000-recovery-bookmark-20260703-drive-upgrade.md,research-ledger/files/checkpoints/bb/000-recovery-bookmark-20260703-drive-upgrade.md,1828,3fa533e3a4e57bc23abe0c34812d5d3560ebe6c5b47fa1b2583693acb6ff3c78
checkpoints,01-motion-load-route-contract.md,research-ledger/files/checkpoints/9a/01-motion-load-route-contract.md,2784,256199141ca429ac1b3c8692ea54b3a3aac76a7b2e82efb6df719b598fea2493
checkpoints,02-motion-load-local-GR-reduction.md,research-ledger/files/checkpoints/83/02-motion-load-local-GR-reduction.md,3586,13f6e22f46f264dc07594fb010ff9a5c65652017e8d891ceb23508d3d2c33576
checkpoints,03-reciprocal-routing-parent-origin.md,research-ledger/files/checkpoints/ff/03-reciprocal-routing-parent-origin.md,2724,b7fe5299b31dcf3039822b854c2660e0df841018326e0f212b90a8f084b3713d
checkpoints,04-vacuum-reciprocity-action-contract.md,research-ledger/files/checkpoints/e0/04-vacuum-reciprocity-action-contract.md,2616,b661288d4e135343333cb9952bdd6cfd05cf87308eab43711e207edcaeffa4dc
checkpoints,05-reciprocity-theorem-attempt.md,research-ledger/files/checkpoints/ee/05-reciprocity-theorem-attempt.md,2502,3c0da0d5da3cffbbaa80006d4957b8c200a4857b64e2341e14fdda2f631ecbd0
checkpoints,06-reciprocal-charge-source-neutrality.md,research-ledger/files/checkpoints/b3/06-reciprocal-charge-source-neutrality.md,2671,ec8b341e5dcb20f1e55deec057d1cfffed439d0e7b5a4f629ffc5d2051fb0518
checkpoints,07-nonpropagating-reciprocity-constraint.md,research-ledger/files/checkpoints/58/07-nonpropagating-reciprocity-constraint.md,2647,4ed23ba94b0570fccb80b19fd2146ec0eb5b79ec851e8c8d18167b8c4ea2437d
checkpoints,08-phase-volume-reciprocity-origin.md,research-ledger/files/checkpoints/3e/08-phase-volume-reciprocity-origin.md,2403,f8212655fdf3c216847f400e049f8a605719991b7a1a4513f0a3ffa487c5c242
checkpoints,09-hamiltonian-radial-cell-derivation.md,research-ledger/files/checkpoints/24/09-hamiltonian-radial-cell-derivation.md,3486,5431ea1e5633b419c5e4472fd6a228e6af6e8ed960ac052fe45844819f160ba6
checkpoints,10-observer-map-symplectic-contract.md,research-ledger/files/checkpoints/84/10-observer-map-symplectic-contract.md,3725,6c4740c4272e67e1b03cf523bdd0661768e0781d4be767e137dda425c1031882
checkpoints,100-canonical-R-T1-primary-fullcov-scorecard.md,research-ledger/files/checkpoints/fe/100-canonical-R-T1-primary-fullcov-scorecard.md,6159,f0e8e465419dc47e3f91e01dd42b46cf25f048b41d4337f6fc6b11a778f0def9
checkpoints,1000-Y5-R10-Delta-ref-source-coefficient-strict-provenance-runner.md,research-ledger/files/checkpoints/80/1000-Y5-R10-Delta-ref-source-coefficient-strict-provenance-runner.md,18693,57288238b485a2972bb9931566c68ce7fb75c2ac6753d6a29c91cd0dffc49ead
checkpoints,1001-Y5-R10-Bref-radius-surface-term-theorem-or-Delta-ref-radial-profile-row.md,research-ledger/files/checkpoints/5b/1001-Y5-R10-Bref-radius-surface-term-theorem-or-Delta-ref-radial-profile-row.md,19910,2f3a0f15e5d26aeeb53b0a50d94fc01c3ec104b340f9d84d61fd5f0c15a23680
checkpoints,1002-Y5-R10-Bref-stationary-tau-theorem-or-Delta-ref-time-profile-row.md,research-ledger/files/checkpoints/c1/1002-Y5-R10-Bref-stationary-tau-theorem-or-Delta-ref-time-profile-row.md,26350,0cb6fcbf86e78d42c9d823f6bc55773d7d3b8227fe200f510221c36ec5f620e9
