checkpoint,source_id,path,path_exists,needle,needle_found,line,role,valid_for_claim,timestamp_utc
4625,SRC4625_00_4624_next,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4624_NEXT_TARGET.csv,True,4625-Y5-R2FR-trace-charge-zero-screening-or-yukawa-bound-row.md,True,2,4624 selected Q_mem/screening/Yukawa target.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_01_4624_boundary,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4624_TRACE_EXTERIOR_THEOREM_ROWS.csv,True,EXT4624_1_boundary_charge_warning,True,3,4624 boundary charge warning.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_02_4624_exact_gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4624_TRACE_EXTERIOR_THEOREM_ROWS.csv,True,EXT4624_2_exact_zero_gate,True,4,4624 exact zero gate.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_03_4624_yukawa,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4624_TRACE_YUKAWA_PROFILE_ROWS.csv,True,YUK4624_0_spherical_exterior,True,2,4624 Yukawa profile.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_04_4624_trace_charge,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4624_TRACE_YUKAWA_PROFILE_ROWS.csv,True,YUK4624_1_trace_charge,True,3,4624 trace charge row.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_05_4624_wep,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4624_WEP_RESIDUAL_VECTOR_ROWS.csv,True,WEP4624_1_species_dependent_trace,True,3,4624 WEP residual row.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_06_4624_gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4624_LOCAL_GR_GATES.csv,True,GATE4624_1_yukawa_bound,True,3,4624 Yukawa bound gate.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_07_4624_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_4624_VALIDATION.csv,True,VAL4624_OVERALL,True,16,4624 validation.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_08_4623_betaT,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4623_BETA_OWNERSHIP_MATRIX.csv,True,BOWN4623_1_beta_T,True,3,4623 beta_T owner row.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_09_4623_trace,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4623_TRACE_BRANCH_ROWS.csv,True,TR4623_0_minimal_trace_branch,True,2,4623 trace branch row.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_10_4621_Zmem,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4621_ZMEM_M2MEM_SOURCE_ROWS_NONCLAIM.csv,True,ZMR4621_0_Zmem_min,True,2,4621 Zmem lower row.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_11_4621_M2mem,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4621_ZMEM_M2MEM_SOURCE_ROWS_NONCLAIM.csv,True,ZMR4621_1_M2mem_min,True,3,4621 M2mem lower row.,False,2026-07-06T17:52:49.772529+00:00
4625,SRC4625_12_4621_nohair,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4621_MEMORY_POSITIVE_OPERATOR_IDENTITY.csv,True,MPI4621_2_nohair_zero,True,4,4621 nohair theorem.,False,2026-07-06T17:52:49.772529+00:00
