timestamp_utc,branch_id,checkpoint_id,valid_for_claim,claim_allowed,source_id,source_path,path_exists,required_needles,found_needles,needles_found,role
2026-06-21T02:38:38.703761+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,2193_next,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2193_NEXT_TARGET.csv,True,NEXT2193_0_2194;c_q_alpha(lambda);do not set c_q_alpha=1,NEXT2193_0_2194;c_q_alpha(lambda);do not set c_q_alpha=1,True,2193 selects theory-side q_loc alpha coefficient/profile derivation next.
2026-06-21T02:38:38.704430+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,2193_join_preview,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2193_R10_JOIN_PREVIEW.csv,True,R10JOIN2193_0_component_seed_to_review_candidate;MISSING_ALPHA_PREDICTED_FROM_QLOC;nearest_alpha_bound,R10JOIN2193_0_component_seed_to_review_candidate;MISSING_ALPHA_PREDICTED_FROM_QLOC;nearest_alpha_bound,True,2193 supplies the external curve join preview and the missing theory-side alpha slot.
2026-06-21T02:38:38.705293+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1035_kernel_audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1035_KERNEL_DERIVATION_AUDIT.csv,True,KXD1035_1_static_green_function;G_lambda(r)=exp(-r/lambda)/(4 pi r);K_X^R10(lambda)=K_X^pt * F_ST(lambda) * Pi_R10,KXD1035_1_static_green_function;G_lambda(r)=exp(-r/lambda)/(4 pi r);K_X^R10(lambda)=K_X^pt * F_ST(lambda) * Pi_R10,True,1035 derives the static Green-kernel and R10 profile factorization contract.
2026-06-21T02:38:38.706037+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1035_kx_factorization,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1035_KX_FACTORIZATION_ROWS.csv,True,KXF1035_0_KX_point;KXF1035_3_harmonic;KXF1035_4_total,KXF1035_0_KX_point;KXF1035_3_harmonic;KXF1035_4_total,True,1035 names the exact K_X factors still missing.
2026-06-21T02:38:38.706708+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1035_charge_split,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1035_SOURCE_TEST_CHARGE_SPLIT.csv,True,BETA1035_0_product_law;BETA1035_1_universal_weyl;BETA1035_2_quotient_zero,BETA1035_0_product_law;BETA1035_1_universal_weyl;BETA1035_2_quotient_zero,True,"1035 establishes source/test product, c_g-squared warning and quotient-zero branch."
2026-06-21T02:38:38.707378+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1036_parent_X_audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1036_PARENT_X_ACTION_AUDIT.csv,True,PX1036_0_branch_extremum;PX1036_4_source_test_betas;FAIL_CURRENT_CLAIM_PARENT_ROW_NOT_OWNED,PX1036_0_branch_extremum;PX1036_4_source_test_betas;FAIL_CURRENT_CLAIM_PARENT_ROW_NOT_OWNED,True,1036 audits the missing parent finite-X action row.
2026-06-21T02:38:38.707940+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1036_beta_derivation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1036_BETA_SOURCE_TEST_DERIVATION.csv,True,BETA1036_2_R10_alpha_match;alpha_X=s_X beta_s beta_t/(4*pi G_N Z_X);BETA1036_4_quotient_zero,BETA1036_2_R10_alpha_match;alpha_X=s_X beta_s beta_t/(4*pi G_N Z_X);BETA1036_4_quotient_zero,True,1036 derives the finite-exchange alpha law and zero branch condition.
2026-06-21T02:38:38.708457+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1036_branch_classification,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1036_BRANCH_CLASSIFICATION.csv,True,BR1036_0_no_physical_X_pole;BR1036_2_sourced_finite_exchange;BR1036_3_shadow_frame_marker,BR1036_0_no_physical_X_pole;BR1036_2_sourced_finite_exchange;BR1036_3_shadow_frame_marker,True,"1036 classifies no-pole, finite-exchange and retained-tail routes."
2026-06-21T02:38:38.708963+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1037_no_pole_audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1037_NO_PHYSICAL_X_POLE_AUDIT.csv,True,NP1037_0_q_kernel;NP1037_5_matter_readout;NP1037_6_verdict,NP1037_0_q_kernel;NP1037_5_matter_readout;NP1037_6_verdict,True,1037 gives the exact no-physical-pole certificate objects.
2026-06-21T02:38:38.709479+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2194,False,False,1037_beta_template,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1037_BOUNDED_BETA_SOURCE_TEST_TEMPLATE.csv,True,BB1037_0_beta_source_geom;BB1037_6_beta_abs_totals;BB1037_7_beta_product_guard,BB1037_0_beta_source_geom;BB1037_6_beta_abs_totals;BB1037_7_beta_product_guard,True,1037 supplies no-cancellation beta envelope rows if no-pole fails.
