same_parent_branch_id,source_id,source_path,exists,needle_found,needles,purpose,numeric_value_present,source_backed,score_ready,valid_prediction_row,valid_for_claim,claim_allowed
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_0_1568_doc,1568-Y5-RAB-parent-contract-derivation-from-MTS-primitives-or-first-live-ZR-row.md,True,True,"No internal `Z_R`, `J_R`, `B_R`, or `tau_R10` row is source-ready; first external bound source row",first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_1_1568_validation,source-intake/mts_residuals/P8_Y5_BRR545_1568_VALIDATION.csv,True,True,VAL1568_OVERALL; PASS,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_2_1568_decision,source-intake/mts_residuals/P8_Y5_PARENT_QLOC_1568_DECISION.csv,True,True,DEC1568_3_next; NEXT_1569_FIRST_INTERNAL_ZR_OR_TAU_R10_PROJECTION_ROW,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_3_1568_bound,source-intake/mts_residuals/P8_Y5_PARENT_QLOC_1568_FIRST_EXTERNAL_BOUND_SOURCE_ROW.csv,True,True,BOUND1568_R10_EOTWASH_PRL_2021; external_arena_bound_only,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_4_1568_coeff,source-intake/mts_residuals/P8_Y5_PARENT_QLOC_1568_FIRST_INTERNAL_COEFFICIENT_ROW_STATUS.csv,True,True,COEFF1568_4_verdict; NO_INTERNAL_ROW_READY,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_5_1567_acquisition,source-intake/mts_residuals/P8_Y5_PARENT_QLOC_1567_LIVE_SOURCE_ACQUISITION_QUEUE.csv,True,True,ACQ1567_1_ZR; ACQ1567_5_tau_R10,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_6_1567_blueprint,source-intake/rab-sector/docs/ZR1567_LIVE_FINITE_ZR_ROW_BLUEPRINT_NONCLAIM.csv,True,True,ZR1567_BLUEPRINT_TAU_R10; MISSING_TRANSFER_KERNEL,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_7_1566_validator,source-intake/mts_residuals/P8_Y5_PARENT_QLOC_1566_FINITE_ZR_VALIDATOR_RULES.csv,True,True,RULE1566_1_no_missing_markers; MISSING_MARKER_PRESENT,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_8_1237_tests,source-intake/mts_residuals/P8_Y5_R10_1237_FINITE_RESIDUAL_TEST_TRACK.csv,True,True,TEST1237_0_QR_hair; FINITE_RESIDUAL_REQUIRED_UNLESS_FIRST_CLASS_CONSTRAINT,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_9_1237_local,source-intake/mts_residuals/P8_Y5_R10_1237_LOCAL_GR_CONNECTION_STATUS.csv,True,True,LGR1237_5_verdict; NOT_DERIVED,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,SRC1569_10_r10_crossref,source-intake/rab-sector/external/r10/1569/crossref_10.1103_PhysRevLett.126.211101.json,True,True,Combined Test of the Gravitational Inverse-Square Law at the Centimeter Range; 10.1103,first internal ZR/tauR10 row attempt and external R10 metadata localization,False,False,False,False,False,False
