timestamp_utc,branch_id,checkpoint_id,source_id,source_path,exists,missing_needles,source_pass,role,valid_for_claim
2026-06-22T09:28:39.128923+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_00_2501_handoff,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2501-Y5-R2FR-QR-parent-zero-signature-or-live-delta-p-input-row.md,True,,True,live Q_R parent-zero or nonclaim delta_p ceiling handoff,False
2026-06-22T09:28:39.129801+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_01_1884_zero_flux,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1884-Y5-R2FR-no-boundary-charge-source-descent-or-delta-p-input-contract.md,True,,True,exact zero-flux lemma and no-boundary-charge parent signature blocker,False
2026-06-22T09:28:39.130896+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_02_2174_hcore,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2174-Y5-R2FR-Hcore-canonical-bracket-closure-or-auxiliary-route-demotion.md,True,,True,conditional H_core u-sector second-class mechanism,False
2026-06-22T09:28:39.131883+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_03_2177_v_readout,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2177-Y5-R2FR-v-only-visible-quotient-readout-owner-or-current-readout-lock.md,True,,True,v-only constrained readout and conditional PPN shape,False
2026-06-22T09:28:39.132822+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_04_2178_v_source,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2178-Y5-R2FR-constraint-before-readout-ordering-and-v-PPN-source-convention-or-readout-lock.md,True,,True,Newton sign/amplitude target and beta drift law,False
2026-06-22T09:28:39.133456+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_05_2179_v_coefficients,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2179-Y5-R2FR-parent-v-field-action-normalization-and-beta-quadratic-zero-or-finite-row.md,True,,True,K_v/C_v source-normalization and kappa_v beta residual laws,False
2026-06-22T09:28:39.134125+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_06_2180_mass_glue,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2180-Y5-R2FR-PiM-JH-mass-current-to-v-source-coefficient-glue-or-delta-kappa-fill.md,True,,True,delta_KC and epsilon_M split for Newton source normalization,False
2026-06-22T09:28:39.134809+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_07_2181_commutator,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2181-Y5-R2FR-PiM-commutator-worldtube-source-glue-zero-or-epsilonM-fill.md,True,,True,Pi_M commutator and epsilon_M no-cancellation envelope,False
2026-06-22T09:28:39.135536+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_08_2182_topological_hilbert,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2182-Y5-R2FR-topological-Hilbert-equality-R_eq-zero-or-epsilonM-bound-fill.md,True,,True,topological-Hilbert equality gate and R_eq/B_zero blockers,False
2026-06-22T09:28:39.136219+00:00,MTS_R2FR_PARENT_HCORE_QR_SOURCE_EQUATION_OR_BOUNDARY_OWNER_2502,2502,SRC2502_09_qrhat_guardrail,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\qr-hat\raw\QRHAT1255_CASSINI_GAMMA_PHENOMENOLOGICAL_BOUND_NONCLAIM.csv,True,,True,Cassini-derived nonclaim q_R_hat ceiling guardrail,False
