checkpoint,source_id,path,path_exists,needle,needle_found,line_number,role,valid_for_claim
4413,SRC4413_00_4412_next,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4412_NEXT_TARGET.csv,True,owned-coframe/no-independent-connection branch,True,2,4412 selected spin/torsion algebraic zero or first P4 row.,False
4413,SRC4413_01_4412_formal,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\428-PPC4161-transition-positive-operator-sector-map-for-Ricci-survivor-vector-or-first-real-Ruu-row.md,True,spin/torsion has a stronger algebraic zero route,True,81,4412 proof-type map.,False
4413,SRC4413_02_3494_spin,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\3494-Y5-R2FR-ordinary-matter-coframe-owned-spin-proof-or-axial-torsion-tail.md,True,owned-coframe candidate branch gives `xi_A=0`,True,5,owned-coframe spin branch and counterbranch.,False
4413,SRC4413_03_4101_fork,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\4101-Y5-R2FR-spin-torsion-hypermomentum-silence-or-P4-bound.md,True,local LC/no-independent-affine branch,True,4,LC/no-independent-affine selector gap.,False
4413,SRC4413_04_4102_selector,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\4102-Y5-R2FR-local-LC-branch-selector-or-Kspin-P4-map.md,True,NoAffineGenerator,True,4,local LC branch selector and product gate.,False
4413,SRC4413_05_3565_fork,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\3565-Y5-R2FR-spin-torsion-hypermomentum-silence-or-P4-bound.md,True,STH3565_0_connection_fork,True,29,spin/torsion structural fork.,False
4413,SRC4413_06_1835_p4,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1835-Y5-R2FR-DeltaGamma-component-map-to-P4-observables.md,True,DGOM1835_0_spin,True,26,DeltaGamma/P4 observable map.,False
4413,SRC4413_07_2378_projective,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2378-Y5-R2FR-boundary-projective-residual-split-under-private-SRNG.md,True,Projective trace is zero only inside the private owned-coframe,True,9,private projective zero and public fallback.,False
4413,SRC4413_08_960_torsion_lc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\960-Y5-R10-R2-fR-scalar-mode-zero-or-bound-and-torsion-Levi-Civita-gate.md,True,"torsion/nonmetricity: LC routes known, parent proof/bounds missing.",True,17,torsion/nonmetricity LC gate and fallback rows.,False
4413,SRC4413_09_gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\spin_torsion_algebraic_zero_gate.py,True,def evaluate_signature_rows,True,255,new spin/torsion algebraic-zero gate.,False
