timestamp_utc,branch_id,valid_for_claim,claim_allowed,source_id,source_kind,source_path,path_exists,needles,needle_found,use_in_2110
2026-06-20T18:06:04.745044+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_00_2109_doc,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2109-Y5-R2FR-extra-sector-natural-bundle-lift-or-finite-DqZ-tail-row.md,True,NEXT2109_0_2110; GK_OWNER_BUNDLE_FIRST; VAL2109_OVERALL,True,2109 selects the Gamma/Khat/q_loc owner bundle as the next proof fork.
2026-06-20T18:06:04.745837+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_01_2109_GK,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2109_GK_ACTION_NATURALITY_TEST.csv,True,GK2109_7_owner_verdict; OWNER_BUNDLE_NOT_CLOSED_CURRENT_CORPUS,True,2109 GK table keeps owner bundle nonclaim.
2026-06-20T18:06:04.746944+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_02_2109_DQZ,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2109_DQZ_FINITE_TAIL_ROWS.csv,True,DQZ2109_1_GK_q_loc; MISSING_SGK_OWNER_OR_NUMERIC_BOUND; DQZ2109_6_total_abs,True,2109 finite-tail rows retain the GK/q_loc residual if owner proof fails.
2026-06-20T18:06:04.748288+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_03_2109_next,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2109_NEXT_TARGET.csv,True,NEXT2109_0_2110; Gamma-Khat-q_loc-parent-action-owner; finite GK/q_loc tail,True,2109 next-target row points exactly at this checkpoint.
2026-06-20T18:06:04.751492+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_04_2109_validation,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_2109_VALIDATION.csv,True,VAL2109_OVERALL; PASS; GK owner bundle next,True,2109 validation passed cleanly.
2026-06-20T18:06:04.753399+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_05_1010_doc,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1010-Y5-R10-Gamma-Khat-action-existence-Helmholtz-or-q_loc-residual-retention.md,True,q_loc is retained; GKT1010_6_verdict; fail_current_claim,True,1010 wrote the original action-existence/Helmholtz gate.
2026-06-20T18:06:04.754533+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_06_1010_theorem,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1010_THEOREM_ATTEMPT.csv,True,GKT1010_0_variational_route; GKT1010_6_verdict; fail_current_claim,True,1010 theorem attempt keeps q_loc zero nonclaim.
2026-06-20T18:06:04.755566+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_07_1010_gate,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1010_CLAIM_GATE.csv,True,CG1010_0_S_GK_action; CG1010_6_residual_retention; true,True,1010 claim gate blocks S_GK action promotion and retains residual.
2026-06-20T18:06:04.756096+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_08_1010_decision,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1010_DECISION_LEDGER.csv,True,DEC1010_0_derivation_route_precise; DEC1010_2_residual_kept_honest,True,1010 decision says the route is precise but not currently proved.
2026-06-20T18:06:04.757238+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_09_1351_doc,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1351-Y5-R10-RAB-Gamma-Khat-Ploc-owner-bundle-or-q_loc-bound-row-fill.md,True,q_loc^nu -> 0; OB1351_7_verdict; OWNER_BUNDLE_NOT_CLOSED,True,1351 proves the conditional operator-bundle theorem but blocks current claim.
