timestamp_utc,source_id,role,source_path,exists,needles_present,needles,valid_for_claim
2026-06-23T01:30:49.298654+00:00,SRC2635_00_2634,immediate parent-action source-hunt handoff,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2634-Y5-R2FR-parent-action-generating-principle-or-effective-GR-residual-branch.md,True,True,GENERATING_PRINCIPLE_NOT_DERIVED_CURRENT_CORPUS; 2635-Y5-R2FR-universal-property-source-hunt; VAL2634_OVERALL,False
2026-06-23T01:30:49.299123+00:00,SRC2635_01_407,primitive relational quotient sketch,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\407-primitive-relational-quotient-action-sketch.md,True,True,primitive_relational_quotient_action_sketch_written_candidate_parent_origin_formalized; no_marker_theorem_derived; Decision,False
2026-06-23T01:30:49.299586+00:00,SRC2635_02_423,minimality/no-extension theorem attempt,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\423-parent-action-minimality-no-extension-theorem-attempt.md,True,True,parent_universal_property_derived; no_natural_marker_theorem_derived; The current corpus does not yet prove the universal property,False
2026-06-23T01:30:49.300119+00:00,SRC2635_03_573,early primitive-minimal no-natural-marker theorem attempt,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\573-Y5-R10-primitive-minimal-no-natural-marker-theorem-or-finite-envelope.md,True,True,PM573_1_material_marker_no_extension; I_loc(Q_MTS); primitive-minimal no-marker theorem,False
2026-06-23T01:30:49.300583+00:00,SRC2635_04_965,primitive quotient/no-natural-marker theorem attempt,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\965-Y5-R10-primitive-quotient-no-natural-marker-theorem-or-R2FR-full-curve-intake.md,True,True,THEOREM_NOT_PROVEN_CURRENT_CORPUS; PQ965_0_theorem_target; V965_2_theorem_not_overclaimed,False
2026-06-23T01:30:49.301060+00:00,SRC2635_05_980,no-marker sector functor obstruction,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\980-Y5-R10-no-marker-sector-functor-theorem-or-first-qbar-source-acquisition.md,True,True,NO_MARKER_FUNCTOR_REJECTED_CURRENT_CORPUS; NMF980_2_scalar_obstruction_lemma; V980_3_no_marker_verdict_nonclaim,False
2026-06-23T01:30:49.301536+00:00,SRC2635_06_1237,MTS primitives to sorted parent action audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1237-Y5-R10-MTS-primitives-to-sorted-parent-action-derivation-or-closure-demotion.md,True,True,does **not** derive the sorted parent action grammar; DERIVATION_FAILS_CLOSURE_DEMOTION_REQUIRED; PRIM1237_8_verdict,False
2026-06-23T01:30:49.301992+00:00,SRC2635_07_1513,primitive minimality/no-higher-derivative theorem audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1513-Y5-parent-primitive-minimality-no-higher-derivative-theorem-or-R11-vector-lock.md,True,True,primitive minimality/no-natural-marker theorem still does not close; THEOREM_NOT_PROVEN_CURRENT_CORPUS; VAL1513_12_overall,False
2026-06-23T01:30:49.302395+00:00,SRC2635_08_1676,object-language/no-marker theorem attempt,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1676-Y5-R2FR-parent-source-object-language-and-no-marker-theorem.md,True,True,NO_SOURCE_ONLY_SLOT_THEOREM_NOT_PROVED; HIDDEN_MARKER_OBSTRUCTION_ACTIVE; VAL1676_OVERALL,False
2026-06-23T01:30:49.302829+00:00,SRC2635_09_1982,wider corpus parent-action signature scan,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1982-Y5-R2FR-wider-corpus-parent-action-signature-scan.md,True,True,candidate_files_scanned=373; scanner only creates review queue; VAL1982_OVERALL,False
2026-06-23T01:30:49.303240+00:00,SRC2635_10_1983,top parent-action candidate review,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1983-Y5-R2FR-top-parent-action-candidate-review.md,True,True,zero reviewed candidates promoted; No reviewed wider-corpus hit signs; VAL1983_OVERALL,False
2026-06-23T01:30:49.303752+00:00,SRC2635_11_2458,parent action signature hunt and route demotion,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2458-Y5-R2FR-parent-action-signature-hunt-or-reference-route-demotion.md,True,True,"Strong candidates exist, but they are partial; no source-backed signature is promoted; VAL2458_OVERALL",False
2026-06-23T01:30:49.304370+00:00,SRC2635_12_2609,current primitive package gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2609-Y5-R2FR-primitive-minimality-invariant-algebra-or-Aaffine-bound.md,True,True,primitive minimality remains unproved; local invariant algebra not trivialized; VAL2609_OVERALL,False
2026-06-23T01:30:49.304910+00:00,SRC2635_13_2623,primitive quotient/no-marker/no-tower current gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2623-Y5-R2FR-primitive-quotient-no-natural-marker-no-integrated-out-tower-or-residual-bounds.md,True,True,PRIMITIVE_QUOTIENT_NO_MARKER_NO_TOWER_NOT_PROVEN; PQT2623_3_no_extension_universal_property; VAL2623_OVERALL,False
